title,authors,conference_name,conference_year,link
Learning Structured Gaussians to Approximate Deep Ensembles.,"Ivor J. A. Simpson, Sara Vicente, Neill D. F. Campbell",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00046
Out-of-distribution Generalization with Causal Invariant Transformations.,"Ruoyu Wang, Mingyang Yi, Zhitang Chen, Shengyu Zhu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00047
Split Hierarchical Variational Compression.,"Tom Ryder, Chen Zhang, Ning Kang, Shifeng Zhang",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00048
Implicit Feature Decoupling with Depthwise Quantization.,"Iordanis Fostiropoulos, Barry W. Boehm",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00049
Understanding Uncertainty Maps in Vision with Statistical Testing.,"Jurijs Nazarovs, Zhichun Huang, Songwong Tasneeyapant, Rudrasis Chakraborty, Vikas Singh",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00050
A Hybrid Quantum-Classical Algorithm for Robust Fitting.,"Anh-Dzung Doan, Michele Sasdelli, David Suter, Tat-Jun Chin",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00051
A Scalable Combinatorial Solver for Elastic Geometrically Consistent 3D Shape Matching.,"Paul Roetzer, Paul Swoboda, Daniel Cremers, Florian Bernard",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00052
FastDOG: Fast Discrete Optimization on GPU.,"Ahmed Abbas, Paul Swoboda",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00053
Data-Free Network Compression via Parametric Non-uniform Mixed Precision Quantization.,"Vladimir Chikin, Mikhail Antiukh",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00054
AdaSTE: An Adaptive Straight-Through Estimator to Train Binary Neural Networks.,"Huu Le, Rasmus Kjær Høier, Che-Tsung Lin, Christopher Zach",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00055
GLASS: Geometric Latent Augmentation for Shape Spaces.,"Sanjeev Muralikrishnan, Siddhartha Chaudhuri, Noam Aigerman, Vladimir G. Kim, Matthew Fisher, Niloy J. Mitra",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.01800
Training Quantised Neural Networks with STE Variants: the Additive Noise Annealing Algorithm.,"Matteo Spallanzani, Gian Paolo Leonardi, Luca Benini",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00056
AME: Attention and Memory Enhancement in Hyper-Parameter Optimization.,"Nuo Xu, Jianlong Chang, Xing Nie, Chunlei Huo, Shiming Xiang, Chunhong Pan",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00057
Efficient Maximal Coding Rate Reduction by Variational Forms.,"Christina Baek, Ziyang Wu, Kwan Ho Ryan Chan, Tianjiao Ding, Yi Ma, Benjamin D. Haeffele",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00058
A Unified Framework for Implicit Sinkhorn Differentiation.,"Marvin Eisenberger, Aysim Toker, Laura Leal-Taixé, Florian Bernard, Daniel Cremers",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00059
Computing Wasserstein-$p$ Distance Between Images with Linear Cost.,"Yidong Chen, Chen Li, Zhonghua Lu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00060
An Iterative Quantum Approach for Transformation Estimation from Point Sets.,"Natacha Kuete Meli, Florian Mannel, Jan Lellmann",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00061
BoosterNet: Improving Domain Generalization of Deep Neural Nets using Culpability-Ranked Features.,"Nourhan Bayasi, Ghassan Hamarneh, Rafeef Garbi",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00062
Pooling Revisited: Your Receptive Field is Suboptimal.,"Dong-Hwan Jang, Sanghyeok Chu, Joonhyuk Kim, Bohyung Han",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00063
Why Discard if You can Recycle?: A Recycling Max Pooling Module for 3D Point Cloud Analysis.,"Jiajing Chen, Burak Kakillioglu, Huantao Ren, Senem Velipasalar",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00064
Online Convolutional Reparameterization.,"Mu Hu, Junyi Feng, Jiashen Hua, Baisheng Lai, Jianqiang Huang, Xiaojin Gong, Xiansheng Hua",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00065
RepMLPNet: Hierarchical Vision MLP with Re-parameterized Locality.,"Xiaohan Ding, Honghao Chen, Xiangyu Zhang, Jungong Han, Guiguang Ding",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00066
DyRep: Bootstrapping Training with Dynamic Re-parameterization.,"Tao Huang, Shan You, Bohan Zhang, Yuxuan Du, Fei Wang, Chen Qian, Chang Xu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00067
Quarantine: Sparsity Can Uncover the Trojan Attack Trigger for Free.,"Tianlong Chen, Zhenyu Zhang, Yihua Zhang, Shiyu Chang, Sijia Liu, Zhangyang Wang",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00068
Condensing CNNs with Partial Differential Equations.,"Anil Kag, Venkatesh Saligrama",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00069
Deep Equilibrium Optical Flow Estimation.,"Shaojie Bai, Zhengyang Geng, Yash Savani, J. Zico Kolter",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00070
Frame Averaging for Equivariant Shape Space Learning.,"Matan Atzmon, Koki Nagano, Sanja Fidler, Sameh Khamis, Yaron Lipman",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00071
Dual-Generator Face Reenactment.,"Gee-Sern Hsu, Chun-Hung Tsai, Hung-Yi Wu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00072
Convolution of Convolution: Let Kernels Spatially Collaborate.,"Rongzhen Zhao, Jian Li, Zhenzhi Wu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00073
SASIC: Stereo Image Compression with Latent Shifts and Stereo Attention.,"Matthias Wödlinger, Jan Kotera, Jan Xu, Robert Sablatnig",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00074
RADU: Ray-Aligned Depth Update Convolutions for ToF Data Denoising.,"Michael Schelling, Pedro Hermosilla, Timo Ropinski",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00075
Co-domain Symmetry for Complex-Valued Deep Learning.,"Utkarsh Singhal, Yifei Xing, Stella X. Yu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00076
Paramixer: Parameterizing Mixing Links in Sparse Factors Works Better than Dot-Product Self-Attention.,"Tong Yu, Ruslan Khalitov, Lei Cheng, Zhirong Yang",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00077
Compressing Models with Few Samples: Mimicking then Replacing.,"Huanyu Wang, Junjie Liu, Xin Ma, Yang Yong, Zhenhua Chai, Jianxin Wu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00078
Total Variation Optimization Layers for Computer Vision.,"Raymond A. Yeh, Yuan-Ting Hu, Zhongzheng Ren, Alexander G. Schwing",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00079
AIM: an Auto-Augmenter for Images and Meshes.,"Vinit Veerendraveer Singh, Chandra Kambhamettu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00080
Recurrent Variational Network: A Deep Learning Inverse Problem Solver applied to the task of Accelerated MRI Reconstruction.,"George Yiasemis, Jan-Jakob Sonke, Clarisa Sánchez, Jonas Teuwen",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00081
Deep orientation-aware functional maps: Tackling symmetry issues in Shape Matching.,"Nicolas Donati, Etienne Corman, Maks Ovsjanikov",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00082
Weakly-supervised Metric Learning with Cross-Module Communications for the Classification of Anterior Chamber Angle Images.,"Jingqi Huang, Yue Ning, Dong Nie, Linan Guan, Xiping Jia",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00083
Delving into the Estimation Shift of Batch Normalization in a Network.,"Lei Huang, Yi Zhou, Tian Wang, Jie Luo, Xianglong Liu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00084
Generalizing Interactive Backpropagating Refinement for Dense Prediction Networks.,"Fanqing Lin, Brian L. Price, Tony R. Martinez",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00085
Brain-inspired Multilayer Perceptron with Spiking Neurons.,"Wenshuo Li, Hanting Chen, Jianyuan Guo, Ziyang Zhang, Yunhe Wang",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00086
Smooth Maximum Unit: Smooth Activation Function for Deep Networks using Smoothing Maximum Technique.,"Koushik Biswas, Sandeep Kumar, Shilpak Banerjee, Ashish Kumar Pandey",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00087
Revisiting Weakly Supervised Pre-Training of Visual Perception Models.,"Mannat Singh, Laura Gustafson, Aaron Adcock, Vinicius de Freitas Reis, Bugra Gedik, Raj Prateek Kosaraju, Dhruv Mahajan, Ross B. Girshick, Piotr Dollár, Laurens van der Maaten",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00088
On the Integration of Self-Attention and Convolution.,"Xuran Pan, Chunjiang Ge, Rui Lu, Shiji Song, Guanfu Chen, Zeyi Huang, Gao Huang",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00089
Hire-MLP: Vision MLP via Hierarchical Rearrangement.,"Jianyuan Guo, Yehui Tang, Kai Han, Xinghao Chen, Han Wu, Chao Xu, Chang Xu, Yunhe Wang",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00090
Stable Long-Term Recurrent Video Super-Resolution.,"Benjamin Naoto Chiche, Arnaud Woiselle, Joana Frontera-Pons, Jean-Luc Starck",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00091
Single-Domain Generalized Object Detection in Urban Scene via Cyclic-Disentangled Self-Distillation.,"Aming Wu, Cheng Deng",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00092
Progressive End-to-End Object Detection in Crowded Scenes.,"Anlin Zheng, Yuang Zhang, Xiangyu Zhang, Xiaojuan Qi, Jian Sun",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00093
Zero-Shot Text-Guided Object Generation with Dream Fields.,"Ajay Jain, Ben Mildenhall, Jonathan T. Barron, Pieter Abbeel, Ben Poole",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00094
ISNet: Shape Matters for Infrared Small Target Detection.,"Mingjin Zhang, Rui Zhang, Yuxiang Yang, Haichen Bai, Jing Zhang, Jie Guo",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00095
Pseudo-Stereo for Monocular 3D Object Detection in Autonomous Driving.,"Yi-Nan Chen, Hang Dai, Yong Ding",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00096
CLRNet: Cross Layer Refinement Network for Lane Detection.,"Tu Zheng, Yifei Huang, Yang Liu, Wenjian Tang, Zheng Yang, Deng Cai, Xiaofei He",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00097
CAT-Det: Contrastively Augmented Transformer for Multimodal 3D Object Detection.,"Yanan Zhang, Jiaxin Chen, Di Huang",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00098
Modality-Agnostic Learning for Radar-Lidar Fusion in Vehicle Detection.,"Yu-Jhe Li, Jinhyung Park, Matthew O'Toole, Kris Kitani",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00099
Group Contextualization for Video Recognition.,"Yanbin Hao, Hao Zhang, Chong-Wah Ngo, Xiangnan He",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00100
Learning Transferable Human-Object Interaction Detector with Natural Language Supervision.,"Suchen Wang, Yueqi Duan, Henghui Ding, Yap-Peng Tan, Kim-Hui Yap, Junsong Yuan",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00101
Accelerating DETR Convergence via Semantic-Aligned Matching.,"Gongjie Zhang, Zhipeng Luo, Yingchen Yu, Kaiwen Cui, Shijian Lu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00102
Efficient Video Instance Segmentation via Tracklet Query and Proposal.,"Jialian Wu, Sudhir Yarram, Hui Liang, Tian Lan, Junsong Yuan, Jayan Eledath, Gérard G. Medioni",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00103
Class Re-Activation Maps for Weakly-Supervised Semantic Segmentation.,"Zhaozheng Chen, Tan Wang, Xiongwei Wu, Xian-Sheng Hua, Hanwang Zhang, Qianru Sun",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00104
Democracy Does Matter: Comprehensive Feature Mining for Co-Salient Object Detection.,"Siyue Yu, Jimin Xiao, Bingfeng Zhang, Eng Gee Lim",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00105
C2 AM: Contrastive learning of Class-agnostic Activation Map for Weakly Supervised Object Localization and Semantic Segmentation.,"Jinheng Xie, Jianfeng Xiang, Junliang Chen, Xianxu Hou, Xiaodong Zhao, Linlin Shen",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00106
Sketching without Worrying: Noise-Tolerant Sketch-Based Image Retrieval.,"Ayan Kumar Bhunia, Subhadeep Koley, Abdullah Faiz Ur Rahman Khilji, Aneeshan Sain, Pinaki Nath Chowdhury, Tao Xiang, Yi-Zhe Song",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00107
AutoLoss-Zero: Searching Loss Functions from Scratch for Generic Tasks.,"Hao Li, Tianwen Fu, Jifeng Dai, Hongsheng Li, Gao Huang, Xizhou Zhu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00108
Consistency Learning via Decoding Path Augmentation for Transformers in Human Object Interaction Detection.,"Jihwan Park, Seungjun Lee, Hwan Heo, Hyeong Kyu Choi, Hyunwoo J. Kim",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00109
A Proposal-based Paradigm for Self-supervised Sound Source Localization in Videos.,"Hanyu Xuan, Zhiliang Wu, Jian Yang, Yan Yan, Xavier Alameda-Pineda",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00110
SimAN: Exploring Self-Supervised Representation Learning of Scene Text via Similarity-Aware Normalization.,"Canjie Luo, Lianwen Jin, Jingdong Chen",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00111
Towards End-to-End Unified Scene Text Detection and Layout Analysis.,"Shangbang Long, Siyang Qin, Dmitry Panteleev, Alessandro Bissacco, Yasuhisa Fujii, Michalis Raptis",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00112
Clothes-Changing Person Re-identification with RGB Modality Only.,"Xinqian Gu, Hong Chang, Bingpeng Ma, Shutao Bai, Shiguang Shan, Xilin Chen",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00113
MonoJSG: Joint Semantic and Geometric Cost Volume for Monocular 3D Object Detection.,"Qing Lian, Peiliang Li, Xiaozhi Chen",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00114
Homography Loss for Monocular 3D Object Detection.,"Jiaqi Gu, Bojian Wu, Lubin Fan, Jianqiang Huang, Shen Cao, Zhiyu Xiang, Xian-Sheng Hua",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00115
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers.,"Xuyang Bai, Zeyu Hu, Xinge Zhu, Qingqiu Huang, Yilun Chen, Hongbo Fu, Chiew-Lan Tai",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00116
TWIST: Two-Way Inter-label Self-Training for Semi-supervised 3D Instance Segmentation.,"Ruihang Chu, Xiaoqing Ye, Zhengzhe Liu, Xiao Tan, Xiaojuan Qi, Chi-Wing Fu, Jiaya Jia",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00117
RBGNet: Ray-based Grouping for 3D Object Detection.,"Haiyang Wang, Shaoshuai Shi, Ze Yang, Rongyao Fang, Qi Qian, Hongsheng Li, Bernt Schiele, Liwei Wang",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00118
Voxel Field Fusion for 3D Object Detection.,"Yanwei Li, Xiaojuan Qi, Yukang Chen, Liwei Wang, Zeming Li, Jian Sun, Jiaya Jia",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00119
Learning to Detect Mobile Objects from LiDAR Scans Without Labels.,"Yurong You, Katie Luo, Cheng Perng Phoo, Wei-Lun Chao, Wen Sun, Bharath Hariharan, Mark E. Campbell, Kilian Q. Weinberger",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00120
OccAM's Laser: Occlusion-based Attribution Maps for 3D Object Detectors on LiDAR Data.,"David Schinagl, Georg Krispel, Horst Possegger, Peter M. Roth, Horst Bischof",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00121
Confidence Propagation Cluster: Unleash Full Potential of Object Detectors.,"Yichun Shen, Wanli Jiang, Zhen Xu, Rundong Li, Junghyun Kwon",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00122
TransGeo: Transformer Is All You Need for Cross-view Image Geo-localization.,"Sijie Zhu, Mubarak Shah, Chen Chen",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00123
A Voxel Graph CNN for Object Classification with Event Cameras.,"Yongjian Deng, Hao Chen, Hai Liu, Youfu Li",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00124
OSKDet: Orientation-sensitive Keypoint Localization for Rotated Object Detection.,"Dongchen Lu, Dongmei Li, Yali Li, Shengjin Wang",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00125
Canonical Voting: Towards Robust Oriented Bounding Box Detection in 3D Scenes.,"Yang You, Zelin Ye, Yujing Lou, Chengkun Li, Yong-Lu Li, Lizhuang Ma, Weiming Wang, Cewu Lu",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00126
Category Contrast for Unsupervised Domain Adaptation in Visual Tasks.,"Jiaxing Huang, Dayan Guan, Aoran Xiao, Shijian Lu, Ling Shao",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00127
Scaling Vision Transformers.,"Xiaohua Zhai, Alexander Kolesnikov, Neil Houlsby, Lucas Beyer",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.01179
Amodal Segmentation through Out-of-Task and Out-of-Distribution Generalization with a Bayesian Model.,"Yihong Sun, Adam Kortylewski, Alan L. Yuille",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00128
GANSeg: Learning to Segment by Unsupervised Hierarchical Image Generation.,"Xingzhe He, Bastian Wandt, Helge Rhodin",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00129
Segment-Fusion: Hierarchical Context Fusion for Robust 3D Semantic Segmentation.,"Anirud Thyagharajan, Benjamin Ummenhofer, Prashant Laddha, Om Ji Omer, Sreenivas Subramoney",CVPR 2022,2022,https://doi.org/10.1109/CVPR52688.2022.00130
